,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,StScaler-Cosine labels,RobScaler-Cosine labels,RobScaler-Euclidean labels,StScaler-Euclidean labels,RobScaler-manhattan labels,StScaler-manhattan labels,ProbScaler labels
10,5.0,80.0,7.0,9.0,0.0,0.0,180.0,2.0,0.0,11.0,8.0,1.0,10.0,11.0,2.0,0.0,18.0,0.0,14.0,10.0,13.0,4.0,1.0,0.0,2.0,72.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,9.0,0.0,4.0,6.0,13.0,3.0,10.0,0.0,2.0,7.0,199.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,23.0,3.0,1.0,7.0,13.0,0.0,0.0,8.0,9.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,19.0,7.0,0.0,11.0,3.0,0.0,0.0,0.0,2.0,12.0,1.0,6.0,7.0,4.0,7.0,0.0,0.0,3.0,2.0,0.0,10.0,5.0,1.0,1.0,0.0,3.0,20.0,0.0,4.0,1.0,8.0,4.0,0.0,2,7,2,2,3,0,2
11,7.0,146.0,0.0,22.0,0.0,9.0,113.0,1.0,1.0,5.0,2.0,1.0,0.0,5.0,5.0,1.0,3.0,7.0,0.0,3.0,0.0,4.0,0.0,2.0,3.0,156.0,3.0,2.0,12.0,6.0,4.0,0.0,4.0,21.0,16.0,1.0,3.0,0.0,5.0,2.0,1.0,2.0,29.0,128.0,0.0,3.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,11.0,1.0,5.0,2.0,3.0,7.0,3.0,4.0,2.0,10.0,10.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,4.0,11.0,0.0,8.0,3.0,0.0,2.0,6.0,5.0,8.0,2.0,0.0,38.0,4.0,1.0,11.0,2.0,5.0,5.0,0.0,2,7,2,2,3,0,2
12,3.0,128.0,0.0,14.0,1.0,1.0,173.0,2.0,0.0,3.0,0.0,1.0,7.0,4.0,3.0,0.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,3.0,198.0,0.0,3.0,1.0,0.0,16.0,17.0,7.0,4.0,6.0,0.0,1.0,6.0,1.0,7.0,1.0,9.0,0.0,75.0,0.0,8.0,2.0,11.0,0.0,0.0,0.0,6.0,1.0,4.0,10.0,0.0,3.0,5.0,0.0,0.0,7.0,0.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,10.0,0.0,10.0,0.0,2.0,8.0,6.0,3.0,1.0,0.0,22.0,2.0,0.0,1.0,3.0,0.0,1.0,13.0,3.0,10.0,23.0,5.0,0.0,44.0,2,7,2,2,3,0,2
13,0.0,79.0,0.0,0.0,8.0,1.0,110.0,8.0,10.0,0.0,7.0,3.0,0.0,15.0,0.0,4.0,3.0,9.0,5.0,19.0,0.0,1.0,8.0,9.0,0.0,104.0,5.0,0.0,8.0,2.0,4.0,20.0,2.0,4.0,14.0,1.0,11.0,15.0,1.0,5.0,23.0,5.0,7.0,200.0,0.0,0.0,5.0,10.0,3.0,1.0,6.0,15.0,2.0,8.0,0.0,8.0,2.0,3.0,14.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,27.0,2.0,10.0,6.0,5.0,7.0,0.0,2.0,4.0,13.0,2.0,1.0,0.0,6.0,1.0,2.0,0.0,2.0,11.0,4.0,8.0,1.0,2.0,0.0,2.0,0.0,6.0,0.0,5.0,3.0,2,7,2,2,3,0,2
14,4.0,119.0,1.0,3.0,16.0,2.0,205.0,8.0,8.0,1.0,2.0,2.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,1.0,2.0,11.0,69.0,1.0,3.0,10.0,3.0,11.0,0.0,14.0,6.0,7.0,6.0,13.0,4.0,3.0,0.0,6.0,10.0,3.0,70.0,9.0,26.0,6.0,13.0,3.0,4.0,18.0,4.0,9.0,5.0,8.0,21.0,0.0,7.0,6.0,8.0,14.0,4.0,2.0,0.0,33.0,8.0,3.0,4.0,1.0,8.0,3.0,1.0,14.0,0.0,4.0,1.0,1.0,13.0,0.0,13.0,2.0,0.0,6.0,6.0,3.0,6.0,9.0,9.0,7.0,1.0,1.0,16.0,1.0,1.0,1.0,14.0,16.0,6.0,7.0,7.0,2,7,2,2,3,0,2
15,2.0,166.0,3.0,14.0,37.0,11.0,91.0,1.0,0.0,5.0,6.0,5.0,3.0,0.0,2.0,14.0,7.0,5.0,0.0,0.0,0.0,7.0,2.0,12.0,13.0,182.0,8.0,1.0,0.0,23.0,15.0,5.0,5.0,24.0,1.0,0.0,10.0,2.0,1.0,3.0,12.0,7.0,0.0,83.0,5.0,1.0,1.0,4.0,4.0,0.0,0.0,23.0,1.0,2.0,6.0,9.0,7.0,5.0,2.0,4.0,1.0,4.0,9.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,0.0,2.0,3.0,2.0,4.0,5.0,0.0,13.0,8.0,4.0,5.0,3.0,1.0,8.0,15.0,0.0,0.0,3.0,3.0,6.0,2,7,2,2,3,0,2
16,0.0,132.0,17.0,0.0,3.0,0.0,185.0,0.0,1.0,0.0,9.0,1.0,10.0,3.0,0.0,0.0,11.0,2.0,3.0,0.0,30.0,22.0,4.0,2.0,3.0,206.0,18.0,0.0,2.0,4.0,9.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,2.0,3.0,7.0,0.0,1.0,167.0,1.0,4.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,6.0,9.0,5.0,0.0,3.0,3.0,0.0,3.0,0.0,4.0,4.0,15.0,10.0,2.0,11.0,0.0,1.0,1.0,11.0,3.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,2.0,8.0,2.0,0.0,6.0,1.0,10.0,7.0,0.0,0.0,3.0,7.0,2.0,12.0,17.0,3.0,0.0,0.0,2,7,2,2,3,0,2
17,2.0,77.0,9.0,0.0,5.0,1.0,155.0,0.0,4.0,0.0,9.0,0.0,0.0,6.0,4.0,0.0,11.0,3.0,8.0,1.0,0.0,1.0,22.0,0.0,4.0,186.0,7.0,0.0,8.0,5.0,0.0,8.0,2.0,9.0,1.0,1.0,1.0,5.0,6.0,16.0,0.0,6.0,3.0,170.0,3.0,11.0,27.0,10.0,0.0,5.0,5.0,0.0,14.0,4.0,0.0,2.0,2.0,0.0,6.0,19.0,4.0,7.0,12.0,13.0,6.0,10.0,2.0,7.0,4.0,4.0,5.0,5.0,3.0,0.0,0.0,12.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,12.0,6.0,8.0,11.0,20.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,2,7,2,2,3,0,2
18,24.0,118.0,12.0,24.0,4.0,3.0,182.0,3.0,8.0,6.0,0.0,0.0,13.0,3.0,0.0,1.0,3.0,20.0,0.0,3.0,0.0,1.0,1.0,6.0,2.0,147.0,8.0,1.0,1.0,0.0,12.0,2.0,2.0,0.0,9.0,10.0,13.0,0.0,3.0,1.0,0.0,0.0,8.0,175.0,0.0,14.0,2.0,6.0,2.0,0.0,7.0,4.0,2.0,4.0,21.0,3.0,5.0,1.0,4.0,0.0,7.0,6.0,8.0,0.0,1.0,0.0,3.0,9.0,0.0,5.0,0.0,5.0,2.0,1.0,8.0,9.0,7.0,1.0,2.0,15.0,1.0,0.0,13.0,12.0,0.0,2.0,6.0,0.0,3.0,27.0,6.0,6.0,0.0,8.0,0.0,1.0,4.0,2.0,4.0,15.0,2,7,2,2,3,0,2
19,4.0,179.0,7.0,0.0,0.0,0.0,150.0,0.0,4.0,9.0,1.0,19.0,8.0,0.0,4.0,13.0,3.0,0.0,27.0,7.0,17.0,7.0,0.0,0.0,2.0,101.0,0.0,5.0,10.0,0.0,2.0,4.0,9.0,7.0,1.0,0.0,6.0,0.0,17.0,0.0,15.0,4.0,13.0,156.0,0.0,0.0,4.0,1.0,2.0,3.0,2.0,7.0,14.0,2.0,11.0,13.0,1.0,5.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,9.0,0.0,6.0,0.0,5.0,8.0,1.0,14.0,0.0,25.0,3.0,0.0,25.0,20.0,1.0,1.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,3.0,0.0,2.0,2,7,2,2,3,0,2
20,0.0,196.0,0.0,0.0,0.0,1.0,117.0,2.0,3.0,0.0,1.0,2.0,5.0,6.0,2.0,3.0,4.0,0.0,1.0,2.0,1.0,2.0,17.0,5.0,5.0,99.0,0.0,10.0,2.0,3.0,3.0,5.0,25.0,2.0,4.0,0.0,0.0,27.0,1.0,2.0,4.0,0.0,2.0,114.0,0.0,0.0,5.0,3.0,17.0,8.0,1.0,2.0,4.0,4.0,12.0,5.0,0.0,3.0,2.0,0.0,0.0,3.0,5.0,0.0,3.0,0.0,3.0,10.0,5.0,6.0,3.0,2.0,0.0,8.0,2.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,4.0,9.0,1.0,0.0,2.0,2.0,3.0,3.0,9.0,8.0,8.0,5.0,2,7,2,2,3,0,2
21,2.0,182.0,2.0,6.0,2.0,1.0,154.0,2.0,1.0,0.0,22.0,5.0,1.0,3.0,8.0,16.0,1.0,0.0,2.0,5.0,4.0,7.0,22.0,0.0,8.0,125.0,2.0,5.0,4.0,3.0,0.0,1.0,1.0,1.0,7.0,2.0,1.0,0.0,11.0,3.0,2.0,2.0,10.0,111.0,1.0,5.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,17.0,0.0,4.0,2.0,7.0,8.0,6.0,1.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,1.0,4.0,0.0,15.0,0.0,15.0,2.0,0.0,0.0,1.0,0.0,6.0,3.0,5.0,2.0,0.0,1.0,11.0,3.0,1.0,0.0,4.0,1.0,4.0,0.0,10.0,11.0,9.0,0.0,2,7,2,2,3,0,2
22,0.0,142.0,0.0,1.0,6.0,0.0,97.0,2.0,0.0,0.0,0.0,5.0,1.0,22.0,3.0,9.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,114.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,3.0,4.0,0.0,0.0,23.0,0.0,5.0,1.0,88.0,0.0,5.0,9.0,8.0,2.0,2.0,0.0,26.0,3.0,26.0,1.0,0.0,5.0,0.0,6.0,7.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,4.0,12.0,11.0,5.0,4.0,0.0,3.0,1.0,0.0,20.0,6.0,3.0,11.0,7.0,4.0,9.0,1.0,1.0,5.0,3.0,2.0,1.0,2,7,2,2,3,0,2
23,4.0,101.0,5.0,0.0,2.0,6.0,170.0,9.0,4.0,1.0,3.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,7.0,114.0,3.0,9.0,4.0,6.0,10.0,5.0,1.0,2.0,1.0,34.0,20.0,15.0,1.0,2.0,9.0,0.0,6.0,173.0,2.0,2.0,13.0,11.0,2.0,10.0,16.0,0.0,0.0,8.0,2.0,4.0,4.0,9.0,4.0,0.0,0.0,6.0,1.0,1.0,18.0,0.0,5.0,7.0,4.0,1.0,1.0,13.0,0.0,12.0,0.0,3.0,11.0,2.0,1.0,22.0,11.0,11.0,2.0,7.0,3.0,5.0,0.0,16.0,1.0,0.0,3.0,3.0,2.0,2.0,19.0,4.0,10.0,5.0,2.0,2.0,2,7,2,2,3,0,2
24,0.0,116.0,12.0,14.0,0.0,0.0,155.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,4.0,3.0,4.0,0.0,31.0,2.0,0.0,1.0,4.0,163.0,4.0,4.0,17.0,5.0,12.0,19.0,2.0,2.0,0.0,7.0,3.0,0.0,2.0,0.0,14.0,4.0,14.0,165.0,9.0,5.0,16.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,4.0,10.0,4.0,0.0,3.0,0.0,2.0,17.0,24.0,1.0,9.0,22.0,7.0,1.0,8.0,2.0,4.0,2.0,5.0,1.0,0.0,3.0,12.0,0.0,2.0,5.0,6.0,4.0,0.0,0.0,12.0,0.0,1.0,9.0,20.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2,7,2,2,3,0,2
25,5.0,116.0,5.0,3.0,2.0,2.0,198.0,5.0,3.0,5.0,0.0,9.0,15.0,17.0,1.0,0.0,1.0,6.0,0.0,4.0,1.0,18.0,46.0,0.0,0.0,200.0,14.0,9.0,7.0,6.0,5.0,0.0,19.0,5.0,0.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,1.0,87.0,38.0,1.0,6.0,0.0,3.0,1.0,2.0,5.0,1.0,1.0,7.0,1.0,1.0,0.0,2.0,2.0,5.0,0.0,4.0,0.0,8.0,0.0,0.0,8.0,14.0,6.0,11.0,0.0,0.0,4.0,2.0,0.0,0.0,10.0,2.0,0.0,2.0,6.0,0.0,13.0,0.0,1.0,8.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,5.0,4.0,7.0,6.0,4.0,17.0,2,7,2,2,3,0,2
26,12.0,182.0,8.0,10.0,21.0,0.0,145.0,3.0,0.0,0.0,0.0,4.0,14.0,6.0,9.0,0.0,1.0,2.0,32.0,8.0,10.0,0.0,1.0,9.0,20.0,130.0,1.0,6.0,10.0,0.0,1.0,3.0,0.0,12.0,1.0,3.0,3.0,0.0,2.0,13.0,11.0,0.0,4.0,99.0,0.0,44.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,6.0,6.0,2.0,2.0,6.0,10.0,4.0,4.0,0.0,6.0,24.0,0.0,0.0,11.0,17.0,23.0,0.0,3.0,8.0,5.0,5.0,0.0,7.0,2.0,4.0,21.0,16.0,0.0,0.0,0.0,1.0,14.0,2.0,15.0,11.0,0.0,2.0,1.0,1.0,3.0,7.0,2.0,0.0,2,7,2,2,3,0,2
27,11.0,8.0,3.0,0.0,2.0,0.0,3.0,2.0,22.0,9.0,11.0,0.0,1.0,0.0,0.0,195.0,0.0,4.0,0.0,5.0,7.0,7.0,0.0,5.0,0.0,1.0,1.0,13.0,3.0,8.0,9.0,92.0,2.0,105.0,13.0,10.0,1.0,11.0,9.0,6.0,3.0,0.0,3.0,4.0,68.0,5.0,2.0,161.0,12.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,5.0,0.0,5.0,0.0,8.0,4.0,19.0,8.0,8.0,3.0,0.0,1.0,4.0,0.0,8.0,0.0,0.0,2.0,6.0,4.0,5.0,0.0,1.0,5.0,0.0,10.0,76.0,0.0,181.0,3.0,4.0,3.0,5.0,222.0,0.0,1.0,3.0,171.0,5.0,3.0,0.0,2.0,0,3,0,0,0,1,0
28,2.0,2.0,0.0,6.0,5.0,1.0,8.0,11.0,0.0,7.0,0.0,1.0,3.0,5.0,0.0,205.0,1.0,10.0,0.0,0.0,7.0,0.0,2.0,3.0,5.0,10.0,2.0,0.0,4.0,0.0,3.0,124.0,13.0,192.0,8.0,6.0,0.0,0.0,14.0,7.0,0.0,3.0,1.0,9.0,184.0,1.0,3.0,120.0,3.0,5.0,0.0,12.0,2.0,0.0,0.0,20.0,3.0,6.0,0.0,0.0,8.0,2.0,5.0,0.0,10.0,14.0,12.0,4.0,5.0,1.0,0.0,2.0,4.0,13.0,4.0,0.0,10.0,0.0,1.0,0.0,6.0,1.0,7.0,0.0,209.0,9.0,92.0,3.0,1.0,6.0,3.0,149.0,1.0,38.0,5.0,183.0,2.0,0.0,0.0,0.0,0,3,0,0,0,1,0
29,0.0,7.0,14.0,10.0,9.0,0.0,2.0,0.0,8.0,1.0,15.0,6.0,0.0,2.0,8.0,165.0,0.0,26.0,3.0,12.0,0.0,18.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,7.0,0.0,85.0,2.0,137.0,0.0,1.0,9.0,0.0,4.0,6.0,0.0,8.0,0.0,3.0,123.0,0.0,11.0,80.0,4.0,11.0,0.0,2.0,3.0,2.0,3.0,2.0,14.0,2.0,1.0,1.0,9.0,1.0,0.0,0.0,5.0,0.0,1.0,7.0,0.0,14.0,7.0,0.0,4.0,0.0,0.0,1.0,5.0,11.0,2.0,5.0,2.0,6.0,1.0,8.0,80.0,0.0,157.0,0.0,3.0,0.0,1.0,124.0,1.0,20.0,6.0,109.0,6.0,1.0,1.0,1.0,0,3,0,0,0,1,0
30,2.0,1.0,5.0,3.0,1.0,4.0,1.0,4.0,4.0,23.0,0.0,4.0,0.0,3.0,0.0,125.0,10.0,6.0,0.0,10.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,6.0,88.0,0.0,164.0,2.0,7.0,1.0,13.0,6.0,0.0,1.0,0.0,1.0,8.0,104.0,4.0,0.0,154.0,17.0,0.0,3.0,2.0,8.0,1.0,13.0,12.0,3.0,0.0,1.0,3.0,8.0,2.0,0.0,3.0,3.0,2.0,11.0,1.0,8.0,0.0,1.0,13.0,10.0,2.0,11.0,0.0,8.0,4.0,0.0,8.0,3.0,3.0,20.0,10.0,92.0,12.0,139.0,0.0,6.0,0.0,0.0,145.0,0.0,1.0,0.0,78.0,3.0,0.0,2.0,4.0,0,3,0,0,0,1,0
31,6.0,8.0,2.0,2.0,4.0,21.0,33.0,1.0,1.0,1.0,12.0,14.0,26.0,10.0,0.0,202.0,3.0,5.0,3.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,9.0,0.0,125.0,6.0,122.0,7.0,23.0,4.0,4.0,8.0,2.0,9.0,0.0,0.0,2.0,169.0,4.0,8.0,191.0,3.0,6.0,2.0,22.0,0.0,0.0,11.0,3.0,0.0,25.0,6.0,0.0,3.0,2.0,1.0,17.0,0.0,16.0,8.0,1.0,3.0,18.0,7.0,2.0,7.0,0.0,1.0,4.0,11.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,95.0,2.0,178.0,15.0,1.0,4.0,0.0,107.0,4.0,0.0,13.0,189.0,1.0,9.0,1.0,1.0,0,3,0,0,0,1,0
